"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction","OrthoLmjF","OrthoLdHU3"
"LDHU3_32.T4570","+","LdHU3.32:1371003..1374868"," LDHU3_32.4570","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3420","N/A"
"LDHU3_32.T4580","+","LdHU3.32:1375266..1378927"," LDHU3_32.4580","N/A","N/A","Uncharacterised_protein_family_UPF0564_putative","LmjF.32.3430","N/A"
"LDHU3_32.T4590","+","LdHU3.32:1379507..1382094"," LDHU3_32.4590","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3440","N/A"
"LDHU3_32.T4600","+","LdHU3.32:1382451..1383835"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4610","+","LdHU3.32:1384141..1388028"," LDHU3_32.4610","N/A","N/A","zinc-finger_of_a_C2HC-type_putative","LmjF.32.3450","N/A"
"LDHU3_32.T4620","+","LdHU3.32:1388320..1390057"," LDHU3_32.4620","N/A","N/A","exosome-associated_protein_2_putative","LmjF.32.3460","N/A"
"LDHU3_32.T4630","+","LdHU3.32:1390058..1390833"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4640","+","LdHU3.32:1390834..1392881"," LDHU3_32.4640","N/A","N/A","RNA-binding_protein_putative","LmjF.32.3470","N/A"
"LDHU3_32.T4650","+","LdHU3.32:1393372..1396995"," LDHU3_32.4650","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3480","N/A"
"LDHU3_32.T4660","+","LdHU3.32:1396996..1397572"," LDHU3_32.4660","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_32.T4670","+","LdHU3.32:1397573..1398168"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4680","+","LdHU3.32:1398169..1401426"," LDHU3_32.4680","N/A","N/A","DEAD/DEAH_box_helicase_putative","LmjF.32.3490","N/A"
"LDHU3_32.T4690","+","LdHU3.32:1401427..1401981"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4700","+","LdHU3.32:1401982..1404740"," LDHU3_32.4700","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3500","N/A"
"LDHU3_32.T4710","+","LdHU3.32:1404961..1407146"," LDHU3_32.4710","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3550","N/A"
"LDHU3_32.T4720","+","LdHU3.32:1407147..1408514"," LDHU3_32.4720","N/A","N/A","Roadblock/LC7_domain_containing_protein_putative","LmjF.32.3555","N/A"
"LDHU3_32.T4730","+","LdHU3.32:1408515..1410827"," LDHU3_32.4730","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3560","N/A"
"LDHU3_32.T4740","+","LdHU3.32:1411076..1415504"," LDHU3_32.4740","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3570","N/A"
"LDHU3_32.T4750","+","LdHU3.32:1415505..1416786"," LDHU3_32.4750","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3590","N/A"
"LDHU3_32.T4760","+","LdHU3.32:1416787..1418058"," LDHU3_32.4760","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3600","N/A"
"LDHU3_32.T4770","+","LdHU3.32:1418059..1419301"," LDHU3_32.4770","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3610","N/A"
"LDHU3_32.T4780","+","LdHU3.32:1419741..1420811"," LDHU3_32.4780","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3620","N/A"
"LDHU3_32.T4790","+","LdHU3.32:1421113..1423038"," LDHU3_32.4790","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3630","N/A"
"LDHU3_32.T4800","+","LdHU3.32:1423039..1424673"," LDHU3_32.4800","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3640","N/A"
"LDHU3_32.T4810","+","LdHU3.32:1425132..1427880"," LDHU3_32.4810","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3650","N/A"
"LDHU3_32.T4820","+","LdHU3.32:1427881..1428882"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4830","+","LdHU3.32:1428883..1429500"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4840","+","LdHU3.32:1429632..1433891"," LDHU3_32.4840","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3660","N/A"
"LDHU3_32.T4850","+","LdHU3.32:1434058..1436878"," LDHU3_32.4850","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4860","+","LdHU3.32:1436879..1437881"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4870","+","LdHU3.32:1437882..1438387"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4880","+","LdHU3.32:1438561..1441380"," LDHU3_32.4880","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4890","+","LdHU3.32:1441381..1442883"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4900","+","LdHU3.32:1443005..1445879"," LDHU3_32.4900","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4910","+","LdHU3.32:1445880..1447396"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4920","+","LdHU3.32:1447632..1452129"," LDHU3_32.4920","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4930","+","LdHU3.32:1452130..1454878"," LDHU3_32.4930","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4940","+","LdHU3.32:1454879..1456363"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T4950","+","LdHU3.32:1456627..1458644"," LDHU3_32.4950","N/A","N/A","3-hydroxyisobutyryl-coenzyme_a_hydrolase-like_protein","LmjF.32.3670","N/A"
"LDHU3_32.T4960","+","LdHU3.32:1458645..1461609"," LDHU3_32.4960","N/A","N/A","3-hydroxyisobutyryl-coenzyme_A_hydrolase_putative","LmjF.32.3680","N/A"
"LDHU3_32.T4970","+","LdHU3.32:1461971..1466827"," LDHU3_32.4970","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3690","N/A"
"LDHU3_32.T4980","+","LdHU3.32:1467325..1470198"," LDHU3_32.4980","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3700","N/A"
"LDHU3_32.T4990","+","LdHU3.32:1470641..1471867"," LDHU3_32.4990","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3710","N/A"
"LDHU3_32.T5000","+","LdHU3.32:1471868..1474862"," LDHU3_32.5000","N/A","N/A","BT1_family_putative","LmjF.32.3720","N/A"
"LDHU3_32.T5010","+","LdHU3.32:1474863..1475755"," LDHU3_32.5010","N/A","N/A","Transmembrane_protein_18_putative","LmjF.32.3730","N/A"
"LDHU3_32.T5020","+","LdHU3.32:1476086..1477431"," LDHU3_32.5020","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3740","N/A"
"LDHU3_32.T5030","+","LdHU3.32:1477432..1479074"," LDHU3_32.5030","N/A","N/A","Methyltransferase_TYW3_putative","LmjF.32.3750","N/A"
"LDHU3_32.T5040","+","LdHU3.32:1479075..1481533"," LDHU3_32.5040","N/A","N/A","enolase_putative","LmjF.32.3760","N/A"
"LDHU3_32.T5050","+","LdHU3.32:1481936..1483677"," LDHU3_32.5050","N/A","N/A","kinetoplast-associated_protein_p18-2_putative","LmjF.32.3770","N/A"
"LDHU3_32.T5060","+","LdHU3.32:1484140..1486433"," LDHU3_32.5060","N/A","N/A","kinetoplast-associated_protein_3_putative","LmjF.32.3780","N/A"
"LDHU3_32.T5070","+","LdHU3.32:1486434..1488366"," LDHU3_32.5070","N/A","N/A","cyclin-dependent_kinase_regulatory_subunit","LmjF.32.3790","N/A"
"LDHU3_32.T5080","+","LdHU3.32:1488367..1489620"," LDHU3_32.5080","N/A","N/A","Tetratricopeptide_repeat_putative","LmjF.32.3800","N/A"
"LDHU3_32.T5090","+","LdHU3.32:1489621..1491640"," LDHU3_32.5090","N/A","N/A","SHQ1_protein_putative","LmjF.32.3810","N/A"
"LDHU3_32.T5100","+","LdHU3.32:1492044..1493855"," LDHU3_32.5100","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3820","N/A"
"LDHU3_32.T5110","+","LdHU3.32:1494268..1496074"," LDHU3_32.5110","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3830","N/A"
"LDHU3_32.T5120","+","LdHU3.32:1496449..1497387"," LDHU3_32.5120","N/A","N/A","Cornichon_protein_putative","LmjF.32.3840","N/A"
"LDHU3_32.T5130","+","LdHU3.32:1497720..1500565"," LDHU3_32.5130","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3850","N/A"
"LDHU3_32.T5140","+","LdHU3.32:1500702..1504511"," LDHU3_32.5140","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3860","N/A"
"LDHU3_32.T5150","+","LdHU3.32:1504512..1505295"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5160","+","LdHU3.32:1505484..1512028"," LDHU3_32.5160","N/A","N/A","Unconventional_myosin","LmjF.32.3870","N/A"
"LDHU3_32.T5170","+","LdHU3.32:1512533..1514706"," LDHU3_32.5170","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3880","N/A"
"LDHU3_32.T5180","+","LdHU3.32:1515048..1518069"," LDHU3_32.5180","N/A","N/A","AUT2/APG4/ATG4_cysteine_peptidase_putative","LmjF.32.3890","N/A"
"LDHU3_32.T5190","+","LdHU3.32:1518569..1520015"," LDHU3_32.5190","N/A","N/A","60S_ribosomal_protein_L2_putative","LmjF.32.3900","N/A"
"LDHU3_32.T5200","+","LdHU3.32:1520016..1522100"," LDHU3_32.5200","N/A","N/A","Endoplasmic_Reticulum-Golgi_Inediate_Compartment_(ERGIC)/Endoplasmic_reticulum_vesicle_transporter_putative","LmjF.32.3910","N/A"
"LDHU3_32.T5210","+","LdHU3.32:1522349..1525548"," LDHU3_32.5210","N/A","N/A","DNA_repair_helicase_and_transcription_factor_protein_putative","LmjF.32.3920","N/A"
"LDHU3_32.T5220","+","LdHU3.32:1525839..1527317"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5230","+","LdHU3.32:1527318..1528010"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5240","+","LdHU3.32:1528011..1529614"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5250","+","LdHU3.32:1529725..1543699"," LDHU3_32.5250","N/A","N/A","SPRY_domain/HECT-domain_(ubiquitin-transferase)_putative","LmjF.32.3930","N/A"
"LDHU3_32.T5260","+","LdHU3.32:1543700..1545738"," LDHU3_32.5260","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3940","N/A"
"LDHU3_32.T5270","+","LdHU3.32:1546189..1549712"," LDHU3_32.5270","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3950","N/A"
"LDHU3_32.T5280","+","LdHU3.32:1549988..1551740"," LDHU3_32.5280","N/A","N/A","hypothetical_protein_conserved","LmjF.32.3960","N/A"
"LDHU3_32.T5290","+","LdHU3.32:1551741..1554204"," LDHU3_32.5290","N/A","N/A","cAMP_response_protein_1_putative","LmjF.32.3970","N/A"
"LDHU3_32.T5300","+","LdHU3.32:1554205..1554733"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5310","+","LdHU3.32:1554926..1556155"," LDHU3_32.5310","N/A","N/A","Gar1/Naf1_RNA_binding_region_containing_protein_putative","LmjF.32.3980","N/A"
"LDHU3_32.T5320","+","LdHU3.32:1556156..1558775"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5330","+","LdHU3.32:1559045..1560776"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_32.T5340","+","LdHU3.32:1561115..1563781"," LDHU3_32.5340","N/A","N/A","GIPL_galf_transferase_putative","LmjF.32.3990","N/A"
"LDHU3_33.T0010","-","LdHU3.33:1370..2100"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0020","-","LdHU3.33:2338..5099"," LDHU3_33.0020","N/A","N/A","LysM_domain_containing_protein_putative","LmjF.33.0010","N/A"
"LDHU3_33.T0030","-","LdHU3.33:5273..5928"," LDHU3_33.0030","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0020","N/A"
"LDHU3_33.T0040","-","LdHU3.33:6246..8087"," LDHU3_33.0040","N/A","N/A","PrimPol-like_protein_1_putative","LmjF.33.0030","N/A"
"LDHU3_33.T0050","-","LdHU3.33:8146..10807"," LDHU3_33.0050","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0040","N/A"
"LDHU3_33.T0060","-","LdHU3.33:10990..12237"," LDHU3_33.0060","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0050","N/A"
"LDHU3_33.T0070","-","LdHU3.33:12238..14209"," LDHU3_33.0070","N/A","N/A","WD_domain_G-beta_repeat_putative","LmjF.33.0060","N/A"
"LDHU3_33.T0080","-","LdHU3.33:14210..16866"," LDHU3_33.0080","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0070","N/A"
"LDHU3_33.T0090","-","LdHU3.33:17072..18251"," LDHU3_33.0090","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0080","N/A"
"LDHU3_33.T0100","-","LdHU3.33:18252..21391"," LDHU3_33.0100","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0090","N/A"
"LDHU3_33.T0110","-","LdHU3.33:21689..23417"," LDHU3_33.0110","N/A","N/A","ZIP_Zinc_transporter_putative","LmjF.33.0100","N/A"
"LDHU3_33.T0120","-","LdHU3.33:23873..25160"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0130","-","LdHU3.33:25161..26635"," LDHU3_33.0130","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0110","N/A"
"LDHU3_33.T0140","-","LdHU3.33:27020..28487"," LDHU3_33.0140","N/A","N/A","hypothetical_protein","LmjF.33.0115","N/A"
"LDHU3_33.T0150","-","LdHU3.33:28641..30064"," LDHU3_33.0150","N/A","N/A","CEP19-like_protein_putative","LmjF.33.0120","N/A"
"LDHU3_33.T0160","-","LdHU3.33:30319..31681"," LDHU3_33.0160","N/A","N/A","trans-splicing_factor_putative","LmjF.33.0130","N/A"
"LDHU3_33.T0170","-","LdHU3.33:32041..33879"," LDHU3_33.0170","N/A","N/A","Ankyrin_repeats_(3_copies)/Ankyrin_repeat_putative","LmjF.33.0140","N/A"
"LDHU3_33.T0180","-","LdHU3.33:33880..35617"," LDHU3_33.0180","N/A","N/A","Protein_of_unknown_function_(DUF1762)_putative","LmjF.33.0150","N/A"
"LDHU3_33.T0190","-","LdHU3.33:35895..39941"," LDHU3_33.0190","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0160","N/A"
"LDHU3_33.T0200","-","LdHU3.33:40202..41763"," LDHU3_33.0200","N/A","N/A","Tetraspanin_family_putative","LmjF.33.0170","N/A"
"LDHU3_33.T0210","-","LdHU3.33:42161..43838"," LDHU3_33.0210","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0180","N/A"
"LDHU3_33.T0220","-","LdHU3.33:43839..48073"," LDHU3_33.0220","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0190","N/A"
"LDHU3_33.T0230","-","LdHU3.33:48398..49250"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0240","-","LdHU3.33:49251..55536"," LDHU3_33.0240","N/A","N/A","metallo-peptidase_Clan_MC_Family_M14_putative","LmjF.33.0200","N/A"
"LDHU3_33.T0250","-","LdHU3.33:55918..60037"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0260","-","LdHU3.33:60464..64049"," LDHU3_33.0260","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0210","N/A"
"LDHU3_33.T0270","-","LdHU3.33:64050..65822"," LDHU3_33.0270","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0220","N/A"
"LDHU3_33.T0280","-","LdHU3.33:66230..69471"," LDHU3_33.0280","N/A","N/A","palmitoyl_acyltransferase_2_putative","LmjF.33.0230","N/A"
"LDHU3_33.T0290","-","LdHU3.33:69669..71634"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0300","-","LdHU3.33:71979..74307"," LDHU3_33.0300","N/A","N/A","adenosine_deaminase-like_protein","LmjF.33.0235","N/A"
"LDHU3_33.T0310","-","LdHU3.33:74468..77253"," LDHU3_33.0310","N/A","N/A","thiol-dependent_reductase_1","LmjF.33.0240","N/A"
"LDHU3_33.T0320","-","LdHU3.33:77624..79367"," LDHU3_33.0320","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0250","N/A"
"LDHU3_33.T0330","-","LdHU3.33:79548..81771"," LDHU3_33.0330","N/A","N/A","RGG-containing_protein_2_putative","LmjF.33.0260","N/A"
"LDHU3_33.T0340","-","LdHU3.33:82126..86533"," LDHU3_33.0340","N/A","N/A","Mpv17_/_PMP22_family_putative","LmjF.33.0270","N/A"
"LDHU3_33.T0350","-","LdHU3.33:86534..89116"," LDHU3_33.0350","N/A","N/A","WD_domain_G-beta_repeat_putative","LmjF.33.0280","N/A"
"LDHU3_33.T0360","-","LdHU3.33:89298..91168"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0370","-","LdHU3.33:91169..93913"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0380","-","LdHU3.33:94082..98732"," LDHU3_33.0380","N/A","N/A","glucose_transporter/membrane_transporter_D2_putative","LmjF.33.0290","N/A"
"LDHU3_33.T0390","-","LdHU3.33:98733..109536"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0400","-","LdHU3.33:110601..111635"," LDHU3_33.0400","N/A","N/A","autophagocytosis_protein_putative","LmjF.33.0295","N/A"
"LDHU3_33.T0410","-","LdHU3.33:111636..112329"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0420","-","LdHU3.33:112330..113150"," |tRNA.33.001(tRNA,product tRNA_arginine)|tRNA.33.002(tRNA,product tRNA_arginine)|tRNA.33.003(tRNA,product tRNA_alanine)","N/A","N/A","N/A","tRNA_arginine)|tRNA.33.002(tRNA,product","N/A"
"LDHU3_33.T0430","-","LdHU3.33:113260..114964"," LDHU3_33.0430","N/A","N/A","beta-galactofuranosyltransferase-like_protein","LmjF.33.0300","N/A"
"LDHU3_33.T0440","-","LdHU3.33:115194..117878"," LDHU3_33.0440","N/A","N/A","ATP-binding_cassette_sub-family_F_member_1_putative","LmjF.33.0310","N/A"
"LDHU3_33.T0450","-","LdHU3.33:118312..119602"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0460","-","LdHU3.33:119577..122391"," LDHU3_33.0460","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0312","N/A"
"LDHU3_33.T0470","-","LdHU3.33:122392..123165"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0480","-","LdHU3.33:123166..125953"," LDHU3_33.0480","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0314","N/A"
"LDHU3_33.T0490","-","LdHU3.33:126292..126727"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0500","-","LdHU3.33:126728..129516"," LDHU3_33.0500","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0316","N/A"
"LDHU3_33.T0510","-","LdHU3.33:129517..130288"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0520","-","LdHU3.33:130276..133077"," LDHU3_33.0520","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0318","N/A"
"LDHU3_33.T0530","-","LdHU3.33:133519..136637"," LDHU3_33.0530","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0320","N/A"
"LDHU3_33.T0540","-","LdHU3.33:136896..140198"," LDHU3_33.0540","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0323","N/A"
"LDHU3_33.T0550","-","LdHU3.33:140366..143759"," LDHU3_33.0550","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0326","N/A"
"LDHU3_33.T0560","-","LdHU3.33:144096..147319"," LDHU3_33.0560","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0330","N/A"
"LDHU3_33.T0570","-","LdHU3.33:147496..150877"," LDHU3_33.0570","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0333","N/A"
"LDHU3_33.T0580","-","LdHU3.33:151215..154436"," LDHU3_33.0580","N/A","N/A","heat_shock_protein_83-17","LmjF.33.0336","N/A"
"LDHU3_33.T0590","-","LdHU3.33:154437..158628"," LDHU3_33.0590","N/A","N/A","WD_domain_G-beta_repeat_putative","LmjF.33.0370","N/A"
"LDHU3_33.T0600","-","LdHU3.33:159028..160844"," LDHU3_33.0600","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0380","N/A"
"LDHU3_33.T0610","-","LdHU3.33:160845..163448"," LDHU3_33.0610","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0390","N/A"
"LDHU3_33.T0620","-","LdHU3.33:163645..165972"," LDHU3_33.0620","N/A","N/A","serine_peptidase_Clan_SC_Family_S9D","LmjF.33.0400","N/A"
"LDHU3_33.T0630","-","LdHU3.33:165973..170069"," LDHU3_33.0630","N/A","N/A","DNA_mismatch_repair_protein_MSH2_putative","LmjF.33.0410","N/A"
"LDHU3_33.T0640","-","LdHU3.33:170070..171180"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0650","-","LdHU3.33:171181..171862"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0660","-","LdHU3.33:171863..172805"," LDHU3_33.0660","N/A","N/A","hypothetical_protein","-","N/A"
"LDHU3_33.T0670","-","LdHU3.33:172806..173778"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0680","-","LdHU3.33:173779..176185"," LDHU3_33.0680","N/A","N/A","Archaic_translocase_of_outer_membrane_11_kDa_subunit_putative","LmjF.33.0420","N/A"
"LDHU3_33.T0690","-","LdHU3.33:176744..180177"," LDHU3_33.0690","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0430","N/A"
"LDHU3_33.T0700","-","LdHU3.33:180422..181930"," LDHU3_33.0700","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0440","N/A"
"LDHU3_33.T0710","-","LdHU3.33:182185..183316"," LDHU3_33.0710","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0450","N/A"
"LDHU3_33.T0720","-","LdHU3.33:183530..185226"," LDHU3_33.0720","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0460","N/A"
"LDHU3_33.T0730","-","LdHU3.33:185527..188963"," LDHU3_33.0730","N/A","N/A","deoxyribodipyrimidine_photo-lyase_putative","LmjF.33.0470","N/A"
"LDHU3_33.T0740","-","LdHU3.33:188964..191923"," LDHU3_33.0740","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0480","N/A"
"LDHU3_33.T0750","-","LdHU3.33:192190..195739"," LDHU3_33.0750","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0490","N/A"
"LDHU3_33.T0760","-","LdHU3.33:196105..197147"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0770","-","LdHU3.33:197148..201160"," LDHU3_33.0770","N/A","N/A","SET_domain_containing_protein_putative","LmjF.33.0510","N/A"
"LDHU3_33.T0780","-","LdHU3.33:201161..202869"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0790","-","LdHU3.33:202870..204231"," LDHU3_33.0790","N/A","N/A","d-xylulose_reductase_putative","LmjF.33.0520","N/A"
"LDHU3_33.T0800","-","LdHU3.33:204576..210399"," LDHU3_33.0800","N/A","N/A","Leucine_Rich_repeat_putative","LmjF.33.0530","N/A"
"LDHU3_33.T0810","-","LdHU3.33:210782..211935"," LDHU3_33.0810","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0535","N/A"
"LDHU3_33.T0820","-","LdHU3.33:211936..212920"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0830","-","LdHU3.33:212921..213947"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0840","-","LdHU3.33:213948..215595"," LDHU3_33.0840","N/A","N/A","Scaffold_protein_Nfu/NifU_N_inal/NifU-like_domain_containing_protein_putative","LmjF.33.0540","N/A"
"LDHU3_33.T0850","-","LdHU3.33:215596..223258"," LDHU3_33.0850","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0550","N/A"
"LDHU3_33.T0860","-","LdHU3.33:223259..226480"," LDHU3_33.0860","N/A","N/A","tRNA-splicing_ligase_RtcB_putative","LmjF.33.0560","N/A"
"LDHU3_33.T0870","-","LdHU3.33:226779..228899"," LDHU3_33.0870","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0565","N/A"
"LDHU3_33.T0880","-","LdHU3.33:229215..232479"," LDHU3_33.0880","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0570","N/A"
"LDHU3_33.T0890","-","LdHU3.33:232829..234563"," LDHU3_33.0890","N/A","N/A","Ras-induced_vulval_development_antagonist_putative","LmjF.33.0580","N/A"
"LDHU3_33.T0900","-","LdHU3.33:235041..237892"," LDHU3_33.0900","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0585","N/A"
"LDHU3_33.T0910","-","LdHU3.33:238295..241575"," LDHU3_33.0910","N/A","N/A","BRE1_E3_ubiquitin_ligase_putative","LmjF.33.0590","N/A"
"LDHU3_33.T0920","-","LdHU3.33:241576..242559"," LDHU3_33.0920","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0600","N/A"
"LDHU3_33.T0930","-","LdHU3.33:242875..244054"," N/A","N/A","N/A","N/A","N/A","N/A"
"LDHU3_33.T0940","+","LdHU3.33:245342..246795"," LDHU3_33.0940","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0605","N/A"
"LDHU3_33.T0950","+","LdHU3.33:246987..247828"," LDHU3_33.0950","N/A","N/A","paraflagellar_rod_component_putative","LmjF.33.0610","N/A"
"LDHU3_33.T0960","+","LdHU3.33:248021..249704"," LDHU3_33.0960","N/A","N/A","intraflagellar_transport_protein_57/55_putative","LmjF.33.0620","N/A"
"LDHU3_33.T0970","+","LdHU3.33:250034..252239"," LDHU3_33.0970","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0630","N/A"
"LDHU3_33.T0980","+","LdHU3.33:252588..253945"," LDHU3_33.0980","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0640","N/A"
"LDHU3_33.T0990","+","LdHU3.33:254463..260558"," LDHU3_33.0990","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0650","N/A"
"LDHU3_33.T1000","+","LdHU3.33:260974..262574"," LDHU3_33.1000","N/A","N/A","hypothetical_protein_conserved","LmjF.33.0660","N/A"
"LDHU3_33.T1010","+","LdHU3.33:262575..265259"," LDHU3_33.1010","N/A","N/A","protein_phosphatase_2A_regulatory_subunit_putative","LmjF.33.0670","N/A"
"LDHU3_33.T1020","+","LdHU3.33:265475..268412"," LDHU3_33.1020","N/A","N/A","sterol_C-24_reductase_putative","LmjF.33.0680","N/A"
