"TranscriptID","Strand","TranscriptLocation","CDSID","CDSLocation","AdditionalInformation","AssociatedFunction"
"LmjF.33.T0880","+","LmjF.33:412431..414181","LmjF.33.0880","LmjF.33:412559..413587","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0880.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0890","+","LmjF.33:414674..415610","LmjF.33.0890","LmjF.33:414905..415249","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0890.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0900","+","LmjF.33:416046..419474","LmjF.33.0900","LmjF.33:417086..418828","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0900.html"" target=""_blank""> Click for Additional information</a>","dnaj chaperone-like protein "
"LmjF.33.T0910","+","LmjF.33:420265..421200","LmjF.33.0910","LmjF.33:420310..420663","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0910.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0920","+","LmjF.33:421678..422711","LmjF.33.0920","LmjF.33:421725..422384","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0920.html"" target=""_blank""> Click for Additional information</a>","40S ribosomal protein S3, putative "
"LmjF.33.T0930","+","LmjF.33:423146..426303","LmjF.33.0930","LmjF.33:422731..425949","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T0930.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0935","+","LmjF.33:426685..429493","LmjF.33.0935","LmjF.33:426844..428490","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0935.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0940","+","LmjF.33:430029..433861","LmjF.33.0940","LmjF.33:430124..433630","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0940.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0950","+","LmjF.33:434104..441638","LmjF.33.0950","LmjF.33:434825..439522","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0950.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0960","+","LmjF.33:442043..448375","LmjF.33.0960","LmjF.33:443335..444579","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0960.html"" target=""_blank""> Click for Additional information</a>","nicotinate phosphoribosyltransferase, putative "
"LmjF.33.T0970","+","LmjF.33:448743..452882","LmjF.33.0970","LmjF.33:448813..450606","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0970.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0980","+","LmjF.33:453435..455521","LmjF.33.0980","LmjF.33:454417..454911","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0980.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T0990","+","LmjF.33:455971..458452","LmjF.33.0990","LmjF.33:456409..456837","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T0990.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.33.T1000","+","LmjF.33:458915..465467","LmjF.33.1000","LmjF.33:459993..463091","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1000.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.33.T1010","+","LmjF.33:465776..470682","LmjF.33.1010","LmjF.33:466389..469973","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1010.html"" target=""_blank""> Click for Additional information</a>","calcium-transporting ATPase, putative "
"LmjF.33.T1015","+","LmjF.33:471069..471705","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1015.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1016","+","LmjF.33:471816..472470","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1016.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1018","+","LmjF.33:472471..476515","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1018.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1020","+","LmjF.33:476516..481178","LmjF.33.1020","LmjF.33:478349..481081","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1020.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1025","+","LmjF.33:481550..483431","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1025.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1030","+","LmjF.33:483825..485585","LmjF.33.1030","LmjF.33:483946..485418","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1030.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1035","+","LmjF.33:486009..489773","LmjF.33.1035","LmjF.33:486101..486634","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1035.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1040","+","LmjF.33:490303..491825","LmjF.33.1040","LmjF.33:490410..491762","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1040.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1050","+","LmjF.33:492097..494640","LmjF.33.1050","LmjF.33:492356..493642","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1050.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1060","+","LmjF.33:494953..498689","LmjF.33.1060","LmjF.33:495584..498457","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1060.html"" target=""_blank""> Click for Additional information</a>","chloride channel protein, putative "
"LmjF.33.T1070","+","LmjF.33:499121..501989","LmjF.33.1070","LmjF.33:499298..500029","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1070.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, unknown function "
"LmjF.33.T1080","+","LmjF.33:502349..504241","LmjF.33.1080","LmjF.33:502432..503769","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1080.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1090","+","LmjF.33:504599..509368","LmjF.33.1090","LmjF.33:506559..507170","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1090.html"" target=""_blank""> Click for Additional information</a>","guanylate kinase, putative "
"LmjF.33.T1100","+","LmjF.33:509672..513185","LmjF.33.1100","LmjF.33:510195..513077","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1100.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1110","+","LmjF.33:513656..517169","LmjF.33.1110","LmjF.33:514532..516808","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1110.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1120","+","LmjF.33:517446..519008","LmjF.33.1120","LmjF.33:517795..518796","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1120.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1125","+","LmjF.33:519257..520707","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1125.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1130","+","LmjF.33:520972..524229","LmjF.33.1130","LmjF.33:521850..523892","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1130.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1135","+","LmjF.33:524579..526580","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1135.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1140","+","LmjF.33:527380..530716","LmjF.33.1140","LmjF.33:528588..529886","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1140.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1150","+","LmjF.33:531142..536579","LmjF.33.1150","LmjF.33:531867..534419","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1150.html"" target=""_blank""> Click for Additional information</a>","pumilio protein 6, putative (PUF6) "
"LmjF.33.T1155","+","LmjF.33:536883..542585","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1155.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1160","+","LmjF.33:542936..545345","LmjF.33.1160","LmjF.33:543108..543551","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1160.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1170","+","LmjF.33:545670..550548","LmjF.33.1170","LmjF.33:545615..549931","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T1170.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1180","+","LmjF.33:550778..552875","LmjF.33.1180","LmjF.33:551555..552298","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1180.html"" target=""_blank""> Click for Additional information</a>","33 kDa inner dynein arm light chain, axonemal, putative "
"LmjF.33.T1190","+","LmjF.33:553335..556510","LmjF.33.1190","LmjF.33:553665..556319","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1190.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1195","+","LmjF.33:556481..556829","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1195.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1200","+","LmjF.33:557070..559557","LmjF.33.1200","LmjF.33:557084..559051","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1200.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1210","+","LmjF.33:559906..561616","LmjF.33.1210","LmjF.33:560238..561278","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1210.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1220","+","LmjF.33:561895..565190","LmjF.33.1220","LmjF.33:562526..564880","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1220.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1230","+","LmjF.33:565559..568108","LmjF.33.1230","LmjF.33:565959..567824","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1230.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1240","+","LmjF.33:568480..571673","LmjF.33.1240","LmjF.33:568819..571389","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1240.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1245","+","LmjF.33:572100..573686","LmjF.33.1245","LmjF.33:572261..573481","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1245.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1250","+","LmjF.33:574040..575509","LmjF.33.1250","LmjF.33:574299..575294","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1250.html"" target=""_blank""> Click for Additional information</a>","mitochondrial RNA binding protein, putative "
"LmjF.33.T1260","+","LmjF.33:575880..579842","LmjF.33.1260","LmjF.33:576434..579454","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1260.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1270","+","LmjF.33:580192..581470","LmjF.33.1270","LmjF.33:580210..581202","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1270.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1280","+","LmjF.33:581770..582601","LmjF.33.1280","LmjF.33:581835..582338","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1280.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1285","+","LmjF.33:582942..583671","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1285.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1290","+","LmjF.33:583835..588135","LmjF.33.1290","LmjF.33:584466..586241","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1290.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1295","+","LmjF.33:588408..589795","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1295.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1300","+","LmjF.33:590221..593766","LmjF.33.1300","LmjF.33:590507..592444","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1300.html"" target=""_blank""> Click for Additional information</a>","ABC transporter, putative "
"LmjF.33.T1305","+","LmjF.33:594101..596061","LmjF.33.1305","LmjF.33:594314..594955","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1305.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1310","+","LmjF.33:596233..599081","LmjF.33.1310","LmjF.33:596276..598288","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1310.html"" target=""_blank""> Click for Additional information</a>","expression-site associated gene (ESAG3), putative "
"LmjF.33.T1320","+","LmjF.33:599394..600384","LmjF.33.1320","LmjF.33:599494..600291","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1320.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1325","+","LmjF.33:600809..602093","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1325.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1330","+","LmjF.33:602396..604301","LmjF.33.1330","LmjF.33:602500..603744","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1330.html"" target=""_blank""> Click for Additional information</a>","cysteine conjugate beta-lyase, aminotransferase- like protein "
"LmjF.33.T1340","+","LmjF.33:604475..605424","LmjF.33.1340","LmjF.33:604497..605324","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1340.html"" target=""_blank""> Click for Additional information</a>","QA-SNARE protein putative "
"LmjF.33.T1350","+","LmjF.33:605609..606503","LmjF.33.1350","LmjF.33:605705..606250","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1350.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1355","+","LmjF.33:606778..607698","LmjF.33.1355","LmjF.33:606735..607223","<a href=""http://leish-esp.cbm.uam.es/GrupoC_sub1/LmjF.33.T1355.html"" target=""_blank""> Click for Additional information</a>","iron-sulfur cluster assembly protein, putative "
"LmjF.33.T1357","+","LmjF.33:607935..612466","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1357.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1358","+","LmjF.33:612647..613885","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1358.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1360","+","LmjF.33:614221..616303","LmjF.33.1360","LmjF.33:614710..616104","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1360.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1370","+","LmjF.33:616647..618387","LmjF.33.1370","LmjF.33:616807..618084","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1370.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1380","+","LmjF.33:618750..624778","LmjF.33.1380","LmjF.33:619983..621209","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1380.html"" target=""_blank""> Click for Additional information</a>","mitogen activated protein kinase, putative (MPK11) "
"LmjF.33.T1390","+","LmjF.33:625246..626948","LmjF.33.1390","LmjF.33:625719..626597","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1390.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1400","+","LmjF.33:627395..634783","LmjF.33.1400","LmjF.33:628747..634611","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1400.html"" target=""_blank""> Click for Additional information</a>","protein kinase, putative "
"LmjF.33.T1410","+","LmjF.33:635357..637718","LmjF.33.1410","LmjF.33:635456..637225","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1410.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1420","+","LmjF.33:638073..648288","LmjF.33.1420","LmjF.33:641600..643063","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1420.html"" target=""_blank""> Click for Additional information</a>","amino acid permease-like protein (AAT26) "
"LmjF.33.T1430","+","LmjF.33:648788..651548","LmjF.33.1430","LmjF.33:649052..650809","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1430.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1440","+","LmjF.33:651984..658615","LmjF.33.1440","LmjF.33:655817..657865","<a href=""http://leish-esp.cbm.uam.es/GrupoNormal/LmjF.33.T1440.html"" target=""_blank""> Click for Additional information</a>","hypothetical protein, conserved "
"LmjF.33.T1445","+","LmjF.33:658877..661985","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1445.html"" target=""_blank""> Click for Additional information</a>","N/A "
"LmjF.33.T1446","+","LmjF.33:661986..663037","N/A","N/A","<a href=""http://leish-esp.cbm.uam.es/GrupoA/LmjF.33.T1446.html"" target=""_blank""> Click for Additional information</a>","N/A "
